cpf,estabelecimento,cidade,uf,valor,compra_virtual,data_hora,latitude,longitude
11410425299,Loja A,Fortaleza,CE,222.22,True,2024-12-26 21:14:00,-3.7172,-38.5437
10979653485,Loja A,Curitiba,PR,382.76,True,2024-12-17 22:37:00,-25.4284,-49.2733
13575499231,Loja D,Fortaleza,CE,185.75,True,2024-12-18 00:30:00,-3.7172,-38.5437
21127242432,Loja D,Salvador,BA,292.66,False,2024-12-11 07:31:00,-12.9714,-38.5014
69930129946,Loja C,Salvador,BA,335.91,False,2024-12-16 16:19:00,-12.9714,-38.5014
44527891409,Loja C,Fortaleza,CE,412.67,False,2024-12-18 12:42:00,-3.7172,-38.5437
33593347453,Loja C,Curitiba,PR,312.93,True,2024-12-17 14:01:00,-25.4284,-49.2733
21988281646,Loja D,São Paulo,SP,317.42,True,2024-12-10 10:45:00,-23.5505,-46.6333
52816175565,Loja B,São Paulo,SP,417.0,True,2024-12-26 20:03:00,-23.5505,-46.6333
19836021835,Loja C,Belo Horizonte,MG,411.27,False,2024-12-15 22:26:00,-19.9191,-43.9386
10979653485,Loja D,Rio de Janeiro,RJ,472.86,False,2024-12-28 16:31:00,-22.9068,-43.1729
21988281646,Loja C,São Paulo,SP,392.87,True,2024-12-18 14:53:00,-23.5505,-46.6333
29241750568,Loja D,Fortaleza,CE,202.18,False,2024-12-04 02:05:00,-3.7172,-38.5437
89849992378,Loja C,Salvador,BA,357.85,True,2024-12-23 23:20:00,-12.9714,-38.5014
44527891409,Loja B,São Paulo,SP,212.69,False,2024-12-03 16:51:00,-23.5505,-46.6333
63332663133,Loja A,Belo Horizonte,MG,439.41,False,2024-12-04 09:40:00,-19.9191,-43.9386
11410425299,Loja C,Rio de Janeiro,RJ,288.03,True,2024-12-01 16:47:00,-22.9068,-43.1729
69930129946,Loja B,Curitiba,PR,498.8,True,2024-12-01 10:04:00,-25.4284,-49.2733
29241750568,Loja D,Curitiba,PR,304.86,False,2024-12-27 09:31:00,-25.4284,-49.2733
19836021835,Loja A,Rio de Janeiro,RJ,364.33,True,2024-12-27 21:21:00,-22.9068,-43.1729
13575499231,Loja A,São Paulo,SP,393.9,False,2024-12-11 01:52:00,-23.5505,-46.6333
55701625671,Loja C,Fortaleza,CE,460.84,True,2024-12-14 17:07:00,-3.7172,-38.5437
13575499231,Loja B,Curitiba,PR,448.99,True,2024-12-17 00:27:00,-25.4284,-49.2733
11410425299,Loja D,Salvador,BA,160.75,True,2024-12-14 07:09:00,-12.9714,-38.5014
69205217019,Loja A,Rio de Janeiro,RJ,189.36,False,2024-12-15 10:57:00,-22.9068,-43.1729
10979653485,Loja A,Rio de Janeiro,RJ,440.2,False,2024-12-09 10:24:00,-22.9068,-43.1729
33996388255,Loja C,Curitiba,PR,288.74,True,2024-12-10 10:25:00,-25.4284,-49.2733
11410425299,Loja B,Fortaleza,CE,221.69,True,2024-12-18 02:05:00,-3.7172,-38.5437
29241750568,Loja B,Rio de Janeiro,RJ,175.38,True,2024-12-13 10:23:00,-22.9068,-43.1729
69205217019,Loja D,Belo Horizonte,MG,337.29,False,2024-12-10 10:29:00,-19.9191,-43.9386
10979653485,Loja D,Salvador,BA,245.28,True,2024-12-29 18:55:00,-12.9714,-38.5014
44527891409,Loja B,Rio de Janeiro,RJ,214.49,True,2024-12-14 17:29:00,-22.9068,-43.1729
13575499231,Loja C,Belo Horizonte,MG,308.89,False,2024-12-05 12:25:00,-19.9191,-43.9386
89849992378,Loja B,Curitiba,PR,294.79,False,2024-12-13 03:24:00,-25.4284,-49.2733
69205217019,Loja A,Salvador,BA,104.71,False,2024-12-22 18:05:00,-12.9714,-38.5014
63332663133,Loja A,Curitiba,PR,192.17,True,2024-12-15 00:40:00,-25.4284,-49.2733
52224086377,Loja D,Fortaleza,CE,341.37,True,2024-12-04 07:37:00,-3.7172,-38.5437
10979653485,Loja C,Salvador,BA,433.32,True,2024-12-11 03:16:00,-12.9714,-38.5014
69930129946,Loja B,Salvador,BA,326.59,True,2024-12-13 19:49:00,-12.9714,-38.5014
33593347453,Loja C,Curitiba,PR,143.53,False,2024-12-05 20:15:00,-25.4284,-49.2733
10979653485,Loja D,Belo Horizonte,MG,187.42,False,2024-12-12 19:12:00,-19.9191,-43.9386
81909742873,Loja B,Rio de Janeiro,RJ,353.57,False,2024-12-05 18:21:00,-22.9068,-43.1729
55701625671,Loja A,São Paulo,SP,117.9,False,2024-12-10 22:47:00,-23.5505,-46.6333
10979653485,Loja D,Curitiba,PR,271.07,False,2024-12-03 18:05:00,-25.4284,-49.2733
63332663133,Loja A,Curitiba,PR,386.72,False,2024-12-16 13:28:00,-25.4284,-49.2733
63332663133,Loja B,Fortaleza,CE,441.91,False,2024-12-06 14:53:00,-3.7172,-38.5437
10979653485,Loja B,Curitiba,PR,421.95,False,2024-12-21 17:28:00,-25.4284,-49.2733
13575499231,Loja D,Rio de Janeiro,RJ,443.0,True,2024-12-08 14:11:00,-22.9068,-43.1729
33593347453,Loja C,Rio de Janeiro,RJ,101.55,False,2024-12-20 14:20:00,-22.9068,-43.1729
11410425299,Loja D,Fortaleza,CE,390.92,True,2024-12-13 07:42:00,-3.7172,-38.5437
67462158972,Loja D,Rio de Janeiro,RJ,302.57,False,2024-12-28 17:21:00,-22.9068,-43.1729
19836021835,Loja B,Curitiba,PR,151.9,True,2024-12-27 12:04:00,-25.4284,-49.2733
69205217019,Loja A,Rio de Janeiro,RJ,140.76,True,2024-12-11 22:28:00,-22.9068,-43.1729
13575499231,Loja B,Curitiba,PR,404.27,True,2024-12-16 17:45:00,-25.4284,-49.2733
67462158972,Loja B,Rio de Janeiro,RJ,398.15,True,2024-12-27 13:04:00,-22.9068,-43.1729
29241750568,Loja A,Salvador,BA,119.2,True,2024-12-04 16:42:00,-12.9714,-38.5014
63332663133,Loja C,Rio de Janeiro,RJ,216.49,True,2024-12-27 20:19:00,-22.9068,-43.1729
69930129946,Loja A,Rio de Janeiro,RJ,352.1,True,2024-12-27 02:24:00,-22.9068,-43.1729
33593347453,Loja A,Rio de Janeiro,RJ,111.7,False,2024-12-24 06:51:00,-22.9068,-43.1729
11410425299,Loja D,Salvador,BA,315.14,True,2024-12-09 10:08:00,-12.9714,-38.5014
13575499231,Loja A,Fortaleza,CE,332.18,False,2024-12-09 00:09:00,-3.7172,-38.5437
13575499231,Loja D,São Paulo,SP,352.11,True,2024-12-11 20:09:00,-23.5505,-46.6333
52816175565,Loja B,Salvador,BA,310.44,False,2024-12-25 17:27:00,-12.9714,-38.5014
35316259519,Loja A,Rio de Janeiro,RJ,165.55,False,2024-12-14 15:49:00,-22.9068,-43.1729
69205217019,Loja C,Fortaleza,CE,205.36,False,2024-12-29 04:18:00,-3.7172,-38.5437
10979653485,Loja B,Rio de Janeiro,RJ,440.24,False,2024-12-05 12:04:00,-22.9068,-43.1729
13575499231,Loja D,São Paulo,SP,420.45,False,2024-12-06 17:00:00,-23.5505,-46.6333
21127242432,Loja D,São Paulo,SP,445.59,True,2024-12-21 07:57:00,-23.5505,-46.6333
11410425299,Loja D,Fortaleza,CE,215.11,True,2024-12-06 22:17:00,-3.7172,-38.5437
69205217019,Loja A,Rio de Janeiro,RJ,465.53,False,2024-12-24 18:59:00,-22.9068,-43.1729
21127242432,Loja C,Belo Horizonte,MG,168.76,True,2024-12-27 11:25:00,-19.9191,-43.9386
89849992378,Loja D,Rio de Janeiro,RJ,400.76,False,2024-12-21 16:41:00,-22.9068,-43.1729
21988281646,Loja D,Belo Horizonte,MG,120.66,False,2024-12-15 04:37:00,-19.9191,-43.9386
55701625671,Loja C,Fortaleza,CE,231.89,False,2024-12-02 08:12:00,-3.7172,-38.5437
19836021835,Loja A,Belo Horizonte,MG,107.84,True,2024-12-03 14:56:00,-19.9191,-43.9386
69930129946,Loja B,Salvador,BA,146.21,False,2024-12-05 20:58:00,-12.9714,-38.5014
19836021835,Loja D,Rio de Janeiro,RJ,215.88,False,2024-12-14 15:01:00,-22.9068,-43.1729
52816175565,Loja D,Belo Horizonte,MG,105.4,False,2024-12-14 01:56:00,-19.9191,-43.9386
21988281646,Loja C,Salvador,BA,233.92,False,2024-12-18 14:05:00,-12.9714,-38.5014
33593347453,Loja B,São Paulo,SP,310.45,False,2024-12-09 08:34:00,-23.5505,-46.6333
29241750568,Loja A,Salvador,BA,382.31,True,2024-12-27 00:14:00,-12.9714,-38.5014
21988281646,Loja B,São Paulo,SP,127.75,False,2024-12-07 23:00:00,-23.5505,-46.6333
21127242432,Loja B,Salvador,BA,414.31,False,2024-12-15 09:42:00,-12.9714,-38.5014
69205217019,Loja A,Curitiba,PR,258.92,True,2024-12-13 03:57:00,-25.4284,-49.2733
69205217019,Loja D,Fortaleza,CE,267.58,True,2024-12-21 10:57:00,-3.7172,-38.5437
81909742873,Loja A,São Paulo,SP,282.75,False,2024-12-13 14:34:00,-23.5505,-46.6333
81909742873,Loja C,Salvador,BA,459.17,False,2024-12-12 15:06:00,-12.9714,-38.5014
19836021835,Loja D,Belo Horizonte,MG,284.51,True,2024-12-24 14:46:00,-19.9191,-43.9386
89849992378,Loja C,Salvador,BA,372.12,True,2024-12-17 09:47:00,-12.9714,-38.5014
21988281646,Loja D,São Paulo,SP,196.13,False,2024-12-19 03:28:00,-23.5505,-46.6333
21988281646,Loja B,São Paulo,SP,461.83,False,2024-12-25 22:05:00,-23.5505,-46.6333
29241750568,Loja C,Rio de Janeiro,RJ,496.43,True,2024-12-04 11:22:00,-22.9068,-43.1729
13575499231,Loja D,Curitiba,PR,132.64,True,2024-12-27 11:03:00,-25.4284,-49.2733
67462158972,Loja D,São Paulo,SP,201.84,True,2024-12-06 18:14:00,-23.5505,-46.6333
69930129946,Loja C,Salvador,BA,204.19,True,2024-12-13 03:26:00,-12.9714,-38.5014
11410425299,Loja B,Fortaleza,CE,137.54,True,2024-12-04 18:21:00,-3.7172,-38.5437
52816175565,Loja C,Belo Horizonte,MG,332.72,False,2024-12-14 14:29:00,-19.9191,-43.9386
33996388255,Loja A,Curitiba,PR,142.19,False,2024-12-04 10:17:00,-25.4284,-49.2733
69930129946,Loja C,Rio de Janeiro,RJ,303.47,True,2024-12-09 16:26:00,-22.9068,-43.1729
55701625671,Loja A,São Paulo,SP,316.21,False,2024-12-12 18:27:00,-23.5505,-46.6333
44527891409,Loja A,Rio de Janeiro,RJ,252.14,False,2024-12-26 06:25:00,-22.9068,-43.1729
69930129946,Loja B,Curitiba,PR,293.16,True,2024-12-19 06:28:00,-25.4284,-49.2733
33593347453,Loja A,Salvador,BA,231.74,True,2024-12-25 15:30:00,-12.9714,-38.5014
21988281646,Loja D,Fortaleza,CE,271.0,False,2024-12-24 08:10:00,-3.7172,-38.5437
29241750568,Loja A,Salvador,BA,114.73,False,2024-12-11 18:40:00,-12.9714,-38.5014
33996388255,Loja C,Fortaleza,CE,272.42,False,2024-12-07 07:14:00,-3.7172,-38.5437
11410425299,Loja A,Curitiba,PR,351.3,False,2024-12-07 21:55:00,-25.4284,-49.2733
69205217019,Loja C,São Paulo,SP,489.87,True,2024-12-27 04:17:00,-23.5505,-46.6333
29241750568,Loja C,Salvador,BA,181.23,True,2024-12-03 17:50:00,-12.9714,-38.5014
52224086377,Loja D,Fortaleza,CE,405.88,True,2024-12-24 08:39:00,-3.7172,-38.5437
19836021835,Loja A,Rio de Janeiro,RJ,199.81,True,2024-12-28 18:05:00,-22.9068,-43.1729
44527891409,Loja C,São Paulo,SP,197.43,True,2024-12-04 02:03:00,-23.5505,-46.6333
35316259519,Loja B,Fortaleza,CE,139.85,True,2024-12-21 21:14:00,-3.7172,-38.5437
21988281646,Loja C,Rio de Janeiro,RJ,416.43,True,2024-12-18 11:40:00,-22.9068,-43.1729
35316259519,Loja C,Fortaleza,CE,432.04,False,2024-12-12 07:43:00,-3.7172,-38.5437
52224086377,Loja D,Salvador,BA,285.46,False,2024-12-14 07:37:00,-12.9714,-38.5014
81909742873,Loja C,Belo Horizonte,MG,243.02,True,2024-12-28 17:08:00,-19.9191,-43.9386
67462158972,Loja D,Rio de Janeiro,RJ,410.33,True,2024-12-12 07:09:00,-22.9068,-43.1729
11410425299,Loja B,Belo Horizonte,MG,155.64,True,2024-12-16 11:16:00,-19.9191,-43.9386
10979653485,Loja D,Salvador,BA,183.21,False,2024-12-18 05:14:00,-12.9714,-38.5014
52816175565,Loja D,Rio de Janeiro,RJ,100.17,False,2024-12-22 04:02:00,-22.9068,-43.1729
21127242432,Loja D,Fortaleza,CE,374.73,True,2024-12-03 14:53:00,-3.7172,-38.5437
29241750568,Loja C,Salvador,BA,189.47,False,2024-12-09 10:39:00,-12.9714,-38.5014
11410425299,Loja A,Rio de Janeiro,RJ,137.62,True,2024-12-02 18:21:00,-22.9068,-43.1729
21988281646,Loja C,Rio de Janeiro,RJ,434.3,True,2024-12-13 10:51:00,-22.9068,-43.1729
29241750568,Loja A,Curitiba,PR,261.82,True,2024-12-20 05:36:00,-25.4284,-49.2733
33996388255,Loja D,Curitiba,PR,333.62,True,2024-12-10 17:41:00,-25.4284,-49.2733
67462158972,Loja C,Belo Horizonte,MG,177.68,False,2024-12-23 23:46:00,-19.9191,-43.9386
33593347453,Loja D,Rio de Janeiro,RJ,160.56,True,2024-12-26 10:24:00,-22.9068,-43.1729
55701625671,Loja B,Salvador,BA,162.18,False,2024-12-09 02:35:00,-12.9714,-38.5014
10979653485,Loja D,Salvador,BA,409.81,False,2024-12-30 06:53:00,-12.9714,-38.5014
81909742873,Loja D,Fortaleza,CE,389.56,True,2024-12-26 13:29:00,-3.7172,-38.5437
21988281646,Loja D,Belo Horizonte,MG,369.95,False,2024-12-11 05:21:00,-19.9191,-43.9386
69930129946,Loja C,Fortaleza,CE,300.5,False,2024-12-23 06:01:00,-3.7172,-38.5437
89849992378,Loja A,Rio de Janeiro,RJ,336.83,True,2024-12-23 12:35:00,-22.9068,-43.1729
89849992378,Loja B,Curitiba,PR,257.62,True,2024-12-11 21:57:00,-25.4284,-49.2733
11410425299,Loja D,Curitiba,PR,311.0,False,2024-12-25 04:45:00,-25.4284,-49.2733
69930129946,Loja B,Fortaleza,CE,237.06,True,2024-12-23 10:00:00,-3.7172,-38.5437
35316259519,Loja C,Fortaleza,CE,428.02,False,2024-12-01 08:39:00,-3.7172,-38.5437
35316259519,Loja A,Belo Horizonte,MG,290.37,True,2024-12-08 13:59:00,-19.9191,-43.9386
67462158972,Loja D,Belo Horizonte,MG,155.42,True,2024-12-08 12:33:00,-19.9191,-43.9386
13575499231,Loja B,Curitiba,PR,388.72,False,2024-12-06 17:29:00,-25.4284,-49.2733
33593347453,Loja B,Rio de Janeiro,RJ,205.75,True,2024-12-15 13:56:00,-22.9068,-43.1729
35316259519,Loja A,Rio de Janeiro,RJ,137.29,True,2024-12-26 08:09:00,-22.9068,-43.1729
81909742873,Loja A,Fortaleza,CE,444.14,False,2024-12-01 14:11:00,-3.7172,-38.5437
10979653485,Loja D,Curitiba,PR,262.22,True,2024-12-08 21:23:00,-25.4284,-49.2733
10979653485,Loja D,Salvador,BA,188.88,True,2024-12-12 11:09:00,-12.9714,-38.5014
55701625671,Loja B,Belo Horizonte,MG,451.81,True,2024-12-08 22:50:00,-19.9191,-43.9386
63332663133,Loja A,Curitiba,PR,356.83,True,2024-12-13 00:25:00,-25.4284,-49.2733
52816175565,Loja B,Belo Horizonte,MG,300.54,False,2024-12-01 09:04:00,-19.9191,-43.9386
13575499231,Loja B,São Paulo,SP,177.05,False,2024-12-03 06:02:00,-23.5505,-46.6333
21127242432,Loja D,São Paulo,SP,330.82,True,2024-12-18 11:26:00,-23.5505,-46.6333
11410425299,Loja A,Rio de Janeiro,RJ,185.59,True,2024-12-29 16:00:00,-22.9068,-43.1729
52816175565,Loja C,São Paulo,SP,108.0,True,2024-12-04 14:16:00,-23.5505,-46.6333
81909742873,Loja B,Curitiba,PR,342.48,False,2024-12-22 11:59:00,-25.4284,-49.2733
44527891409,Loja D,Rio de Janeiro,RJ,385.25,False,2024-12-08 14:17:00,-22.9068,-43.1729
52816175565,Loja C,Curitiba,PR,179.45,True,2024-12-02 21:34:00,-25.4284,-49.2733
19836021835,Loja B,Rio de Janeiro,RJ,344.25,True,2024-12-15 21:23:00,-22.9068,-43.1729
33996388255,Loja A,Rio de Janeiro,RJ,382.07,False,2024-12-21 20:17:00,-22.9068,-43.1729
21988281646,Loja A,Belo Horizonte,MG,458.21,False,2024-12-06 14:44:00,-19.9191,-43.9386
11410425299,Loja A,São Paulo,SP,440.38,False,2024-12-06 02:49:00,-23.5505,-46.6333
29241750568,Loja C,São Paulo,SP,257.52,False,2024-12-25 04:18:00,-23.5505,-46.6333
89849992378,Loja B,Fortaleza,CE,248.91,False,2024-12-30 21:24:00,-3.7172,-38.5437
21127242432,Loja C,Belo Horizonte,MG,319.46,False,2024-12-25 02:36:00,-19.9191,-43.9386
44527891409,Loja D,Fortaleza,CE,150.08,True,2024-12-06 13:21:00,-3.7172,-38.5437
33593347453,Loja D,Rio de Janeiro,RJ,404.48,False,2024-12-01 23:18:00,-22.9068,-43.1729
89849992378,Loja B,Salvador,BA,152.61,True,2024-12-25 18:57:00,-12.9714,-38.5014
63332663133,Loja C,São Paulo,SP,180.3,True,2024-12-17 06:54:00,-23.5505,-46.6333
69930129946,Loja A,Rio de Janeiro,RJ,397.78,False,2024-12-17 08:06:00,-22.9068,-43.1729
69205217019,Loja D,Salvador,BA,180.56,False,2024-12-21 15:33:00,-12.9714,-38.5014
69205217019,Loja C,Curitiba,PR,284.58,True,2024-12-18 09:20:00,-25.4284,-49.2733
44527891409,Loja C,Curitiba,PR,374.19,True,2024-12-18 11:33:00,-25.4284,-49.2733
52816175565,Loja C,Salvador,BA,159.22,False,2024-12-23 07:43:00,-12.9714,-38.5014
52816175565,Loja C,Salvador,BA,294.38,True,2024-12-29 05:47:00,-12.9714,-38.5014
44527891409,Loja D,Belo Horizonte,MG,362.8,True,2024-12-02 14:45:00,-19.9191,-43.9386
35316259519,Loja B,Belo Horizonte,MG,380.06,False,2024-12-29 23:44:00,-19.9191,-43.9386
89849992378,Loja A,Fortaleza,CE,361.17,False,2024-12-08 16:46:00,-3.7172,-38.5437
63332663133,Loja D,Belo Horizonte,MG,150.05,True,2024-12-01 13:02:00,-19.9191,-43.9386
21127242432,Loja A,Fortaleza,CE,218.59,True,2024-12-08 12:38:00,-3.7172,-38.5437
55701625671,Loja B,Curitiba,PR,224.14,True,2024-12-05 12:29:00,-25.4284,-49.2733
13575499231,Loja A,São Paulo,SP,408.5,False,2024-12-12 15:08:00,-23.5505,-46.6333
13575499231,Loja C,São Paulo,SP,382.3,False,2024-12-26 04:48:00,-23.5505,-46.6333
21127242432,Loja A,Rio de Janeiro,RJ,424.93,True,2024-12-06 03:59:00,-22.9068,-43.1729
33593347453,Loja A,Curitiba,PR,380.1,False,2024-12-18 11:38:00,-25.4284,-49.2733
33593347453,Loja C,Curitiba,PR,119.11,False,2024-12-11 17:08:00,-25.4284,-49.2733
21127242432,Loja C,Salvador,BA,392.58,True,2024-12-11 00:30:00,-12.9714,-38.5014
81909742873,Loja B,Fortaleza,CE,198.05,False,2024-12-11 00:00:00,-3.7172,-38.5437
11410425299,Loja B,Belo Horizonte,MG,225.39,False,2024-12-18 05:19:00,-19.9191,-43.9386
21988281646,Loja A,São Paulo,SP,226.58,True,2024-12-08 09:54:00,-23.5505,-46.6333
21988281646,Loja B,Rio de Janeiro,RJ,318.14,False,2024-12-12 09:04:00,-22.9068,-43.1729
10979653485,Loja D,Curitiba,PR,144.73,True,2024-12-26 09:01:00,-25.4284,-49.2733
13575499231,Loja C,Fortaleza,CE,439.97,True,2024-12-24 21:41:00,-3.7172,-38.5437
10979653485,Loja B,Belo Horizonte,MG,426.35,True,2024-12-11 10:52:00,-19.9191,-43.9386
29241750568,Loja D,Curitiba,PR,220.95,True,2024-12-02 10:03:00,-25.4284,-49.2733
69205217019,Loja C,Belo Horizonte,MG,157.4,False,2024-12-22 19:08:00,-19.9191,-43.9386
21127242432,Loja B,Belo Horizonte,MG,203.75,False,2024-12-13 22:59:00,-19.9191,-43.9386
21988281646,Loja C,Rio de Janeiro,RJ,211.85,False,2024-12-05 01:15:00,-22.9068,-43.1729
55701625671,Loja C,Salvador,BA,170.79,False,2024-12-17 00:51:00,-12.9714,-38.5014
63332663133,Loja A,São Paulo,SP,356.35,False,2024-12-07 02:01:00,-23.5505,-46.6333
81909742873,Loja C,Rio de Janeiro,RJ,224.89,True,2024-12-20 20:27:00,-22.9068,-43.1729
69930129946,Loja C,Rio de Janeiro,RJ,473.48,True,2024-12-09 05:55:00,-22.9068,-43.1729
44527891409,Loja B,Salvador,BA,136.2,False,2024-12-25 02:41:00,-12.9714,-38.5014
52224086377,Loja B,São Paulo,SP,102.96,True,2024-12-12 11:04:00,-23.5505,-46.6333
69930129946,Loja A,Belo Horizonte,MG,110.18,False,2024-12-09 03:32:00,-19.9191,-43.9386
55701625671,Loja D,Curitiba,PR,449.33,False,2024-12-24 05:25:00,-25.4284,-49.2733
10979653485,Loja C,São Paulo,SP,212.65,True,2024-12-20 08:48:00,-23.5505,-46.6333
29241750568,Loja B,Rio de Janeiro,RJ,486.54,False,2024-12-28 19:12:00,-22.9068,-43.1729
21988281646,Loja B,Belo Horizonte,MG,141.95,False,2024-12-16 04:50:00,-19.9191,-43.9386
33593347453,Loja A,Salvador,BA,411.5,False,2024-12-10 05:48:00,-12.9714,-38.5014
11410425299,Loja A,Belo Horizonte,MG,228.71,False,2024-12-23 16:39:00,-19.9191,-43.9386
89849992378,Loja B,Curitiba,PR,326.51,False,2024-12-15 01:03:00,-25.4284,-49.2733
21988281646,Loja A,Fortaleza,CE,338.1,False,2024-12-25 12:42:00,-3.7172,-38.5437
52816175565,Loja A,Rio de Janeiro,RJ,404.16,False,2024-12-21 19:04:00,-22.9068,-43.1729
21988281646,Loja B,Belo Horizonte,MG,388.64,True,2024-12-02 19:42:00,-19.9191,-43.9386
55701625671,Loja B,Belo Horizonte,MG,443.2,True,2024-12-05 02:22:00,-19.9191,-43.9386
89849992378,Loja D,Belo Horizonte,MG,354.48,True,2024-12-22 14:18:00,-19.9191,-43.9386
69930129946,Loja B,Belo Horizonte,MG,224.14,False,2024-12-09 20:37:00,-19.9191,-43.9386
67462158972,Loja A,Rio de Janeiro,RJ,407.0,True,2024-12-17 17:53:00,-22.9068,-43.1729
44527891409,Loja B,Belo Horizonte,MG,256.27,False,2024-12-21 14:40:00,-19.9191,-43.9386
35316259519,Loja D,Belo Horizonte,MG,340.02,True,2024-12-28 03:36:00,-19.9191,-43.9386
81909742873,Loja A,Rio de Janeiro,RJ,303.63,False,2024-12-07 15:25:00,-22.9068,-43.1729
29241750568,Loja C,Belo Horizonte,MG,155.25,False,2024-12-02 01:08:00,-19.9191,-43.9386
33996388255,Loja A,São Paulo,SP,330.72,False,2024-12-01 04:34:00,-23.5505,-46.6333
11410425299,Loja B,Fortaleza,CE,342.41,False,2024-12-21 18:39:00,-3.7172,-38.5437
81909742873,Loja D,Fortaleza,CE,498.56,True,2024-12-01 16:42:00,-3.7172,-38.5437
63332663133,Loja B,Fortaleza,CE,114.96,False,2024-12-18 06:43:00,-3.7172,-38.5437
89849992378,Loja B,Curitiba,PR,191.33,False,2024-12-25 23:01:00,-25.4284,-49.2733
89849992378,Loja D,Rio de Janeiro,RJ,467.22,False,2024-12-30 15:44:00,-22.9068,-43.1729
81909742873,Loja D,Salvador,BA,136.09,False,2024-12-05 08:11:00,-12.9714,-38.5014
69930129946,Loja D,Belo Horizonte,MG,264.95,False,2024-12-24 19:33:00,-19.9191,-43.9386
11410425299,Loja A,São Paulo,SP,211.46,True,2024-12-17 09:41:00,-23.5505,-46.6333
21988281646,Loja C,Rio de Janeiro,RJ,258.36,False,2024-12-15 13:19:00,-22.9068,-43.1729
67462158972,Loja C,Curitiba,PR,103.58,True,2024-12-07 00:23:00,-25.4284,-49.2733
89849992378,Loja A,Rio de Janeiro,RJ,420.19,False,2024-12-27 04:09:00,-22.9068,-43.1729
10979653485,Loja C,Belo Horizonte,MG,226.96,True,2024-12-30 00:32:00,-19.9191,-43.9386
81909742873,Loja A,Belo Horizonte,MG,425.16,True,2024-12-01 03:43:00,-19.9191,-43.9386
55701625671,Loja C,Curitiba,PR,439.11,True,2024-12-18 08:18:00,-25.4284,-49.2733
52816175565,Loja D,Fortaleza,CE,406.44,False,2024-12-05 08:00:00,-3.7172,-38.5437
67462158972,Loja C,Salvador,BA,433.61,False,2024-12-28 14:28:00,-12.9714,-38.5014
63332663133,Loja C,Salvador,BA,460.22,True,2024-12-03 18:45:00,-12.9714,-38.5014
10979653485,Loja A,Belo Horizonte,MG,477.16,False,2024-12-03 08:01:00,-19.9191,-43.9386
67462158972,Loja D,Fortaleza,CE,177.47,True,2024-12-12 07:11:00,-3.7172,-38.5437
63332663133,Loja C,Salvador,BA,292.71,True,2024-12-25 21:14:00,-12.9714,-38.5014
21127242432,Loja B,Fortaleza,CE,265.71,True,2024-12-05 16:59:00,-3.7172,-38.5437
11410425299,Loja C,Rio de Janeiro,RJ,263.7,False,2024-12-16 23:44:00,-22.9068,-43.1729
63332663133,Loja B,São Paulo,SP,101.9,False,2024-12-16 06:10:00,-23.5505,-46.6333
13575499231,Loja C,Salvador,BA,347.63,True,2024-12-23 05:47:00,-12.9714,-38.5014
52816175565,Loja C,São Paulo,SP,209.78,True,2024-12-12 21:32:00,-23.5505,-46.6333
19836021835,Loja C,São Paulo,SP,183.05,False,2024-12-04 11:21:00,-23.5505,-46.6333
29241750568,Loja C,Fortaleza,CE,471.76,False,2024-12-03 15:34:00,-3.7172,-38.5437
13575499231,Loja D,Curitiba,PR,343.61,False,2024-12-09 15:52:00,-25.4284,-49.2733
19836021835,Loja D,Rio de Janeiro,RJ,185.97,True,2024-12-04 11:24:00,-22.9068,-43.1729
29241750568,Loja C,Belo Horizonte,MG,284.68,True,2024-12-14 14:42:00,-19.9191,-43.9386
13575499231,Loja D,São Paulo,SP,107.17,True,2024-12-01 15:19:00,-23.5505,-46.6333
44527891409,Loja D,Fortaleza,CE,432.78,False,2024-12-11 01:04:00,-3.7172,-38.5437
13575499231,Loja D,Salvador,BA,285.1,False,2024-12-11 15:28:00,-12.9714,-38.5014
11410425299,Loja B,São Paulo,SP,418.69,True,2024-12-28 22:31:00,-23.5505,-46.6333
52816175565,Loja B,Salvador,BA,330.79,True,2024-12-18 04:23:00,-12.9714,-38.5014
69930129946,Loja D,São Paulo,SP,276.8,True,2024-12-22 17:50:00,-23.5505,-46.6333
33593347453,Loja A,Belo Horizonte,MG,388.3,True,2024-12-10 05:39:00,-19.9191,-43.9386
89849992378,Loja C,Fortaleza,CE,476.15,True,2024-12-23 02:01:00,-3.7172,-38.5437
44527891409,Loja A,Belo Horizonte,MG,149.41,False,2024-12-27 15:44:00,-19.9191,-43.9386
21127242432,Loja B,Fortaleza,CE,286.61,False,2024-12-26 06:57:00,-3.7172,-38.5437
33996388255,Loja D,Belo Horizonte,MG,393.6,False,2024-12-10 10:12:00,-19.9191,-43.9386
13575499231,Loja D,Belo Horizonte,MG,192.23,True,2024-12-11 23:46:00,-19.9191,-43.9386
44527891409,Loja D,Belo Horizonte,MG,200.56,False,2024-12-26 03:31:00,-19.9191,-43.9386
21988281646,Loja A,Rio de Janeiro,RJ,470.81,False,2024-12-24 15:24:00,-22.9068,-43.1729
35316259519,Loja B,Belo Horizonte,MG,180.82,False,2024-12-09 07:43:00,-19.9191,-43.9386
69930129946,Loja A,Salvador,BA,249.76,False,2024-12-29 09:15:00,-12.9714,-38.5014
10979653485,Loja C,Rio de Janeiro,RJ,349.07,True,2024-12-03 18:34:00,-22.9068,-43.1729
